company,sector,stage_at_observation,location,ceo_personality,team_openness_mean,team_conscientiousness_mean,team_extraversion_mean,team_agreeableness_mean,team_neuroticism_mean,founder_age,founder_prev_exits,founder_experience_years_pre,founder_tech_background,pre_series_a_months_since_founded,pre_series_a_team_size,pre_series_a_release_freq,market_size_usd,pre_series_a_mrr_usd,pre_series_a_growth_3m,pre_series_a_prior_funding_usd,pre_series_a_burn_usd,burn_multiple,pipeline_conversion_rate,competition_density,sector_trend_score_at_investment,buzzword_density,prior_investor_reputation,syndicate_size,prior_investor_followon_rate,pre_series_a_val_rev_ratio,current_employee_count,raised_series_a_36m,exited_36m,shutdown_36m,success_36m,mrr_peak_usd_36m
Nimbus Labs,Climate,Seed,Africa,Visionary,0.766,0.444,0.785,0.427,0.411,40,1,17,1,24,17,2,30218948.79,12159.59,0.165,741128.62,61743.16,2.563,0.219,1,0.472,0.175,0.341,2,0.52,26.082,29,1,0,0,1,283903.11
Nimbus OS,Hardware,Pre-Seed,MENA,Visionary,0.777,0.353,0.527,0.397,0.528,34,0,4,0,23,2,2,4925119.5,11771.79,0.494,75038.89,18280.36,0.262,0.248,4,0.508,0.222,0.642,3,0.347,11.548,10,1,0,1,0,551419.94
Spark AI,AI/ML,Pre-Seed,Africa,Operator,0.416,0.757,0.403,0.553,0.417,27,0,9,1,8,7,1,13816354.95,25593.87,0.194,441682.95,54356.17,0.914,0.155,1,0.602,0.183,0.669,1,0.622,13.37,16,1,1,1,0,291326.45
Spark Works,SaaS,Seed,US,Visionary,0.724,0.458,0.765,0.521,0.377,34,0,7,0,37,13,0,15608453.02,20988.55,0.282,431179.21,75964.06,1.069,0.265,1,0.525,0.451,0.511,3,0.407,5.945,12,1,0,1,0,487814.12
Eco Labs,Climate,Seed,India,Visionary,0.755,0.635,0.593,0.484,0.44,38,0,16,0,38,14,3,16612613.72,17161.84,-0.007,1259296.43,143341.51,20.0,0.135,2,0.503,0.225,0.479,1,0.615,11.244,19,1,1,0,1,183420.29
Urban Works,AI/ML,Pre-Seed,US,Salesperson,0.534,0.643,0.757,0.632,0.475,37,0,14,1,10,10,0,17101722.36,6645.71,0.405,109107.62,22742.0,0.703,0.225,3,0.74,0.137,0.252,2,0.0,13.067,19,1,1,0,1,500990.78
Eco Grid,DevTools,Pre-Seed,US,Visionary,0.777,0.519,0.577,0.501,0.543,32,0,15,0,25,2,0,19578659.35,20683.2,-0.083,171044.97,62594.0,20.0,0.217,2,0.531,0.243,0.632,1,0.215,11.654,5,0,0,1,0,22358.62
Flow Bio,AI/ML,Seed,EU,Visionary,0.674,0.543,0.72,0.663,0.484,36,0,12,0,27,17,2,29194862.78,19785.99,0.02,735053.31,98835.15,20.0,0.193,2,0.684,0.08,0.347,4,0.315,10.596,19,1,0,1,0,93390.23
Aero Stack,Climate,Seed,US,Operator,0.549,0.851,0.55,0.565,0.305,37,0,7,0,34,2,2,21666941.71,11050.19,0.014,520093.66,75139.82,20.0,0.259,2,0.548,0.461,0.599,2,0.344,11.472,5,1,0,1,0,30591.36
Hyper Labs,SaaS,Seed,MENA,Visionary,0.721,0.375,0.647,0.483,0.441,29,0,12,1,24,15,1,16730549.04,0.0,0.362,1183445.42,88301.11,20.0,0.151,4,0.074,0.215,0.324,2,0.521,14.381,12,0,0,1,0,0.0
Urban AI,Hardware,Pre-Seed,SEA,Visionary,0.704,0.591,0.594,0.576,0.428,30,0,7,1,20,8,2,19008814.37,0.0,0.093,42295.71,76448.89,20.0,0.305,1,0.593,0.082,0.328,2,0.328,4.687,14,0,0,1,0,0.0
Polar Labs,AI/ML,Seed,LatAm,Operator,0.651,0.745,0.532,0.601,0.512,25,0,12,0,18,10,2,2815299.48,11354.4,0.192,1063426.97,81436.07,3.119,0.069,4,0.603,0.199,0.488,2,0.451,11.287,21,1,1,0,1,166573.07
Nova OS,DevTools,Pre-Seed,EU,Operator,0.705,0.762,0.504,0.589,0.346,31,0,13,0,23,2,0,9014482.57,0.0,0.126,433062.55,67070.56,20.0,0.102,2,0.612,0.128,0.321,1,0.201,8.246,5,0,0,1,0,0.0
Quantum Dynamics,Climate,Seed,US,Visionary,0.87,0.555,0.643,0.414,0.525,30,0,6,0,24,11,2,9278538.5,8303.04,0.307,474475.79,69681.91,2.281,0.163,5,0.349,0.309,0.439,4,0.0,10.994,20,1,0,1,0,103976.18
Polar Drive,Bio/Health,Seed,India,Salesperson,0.518,0.406,0.872,0.461,0.521,36,0,17,1,24,16,1,8882428.3,13100.85,0.554,708649.12,97717.78,1.122,0.149,3,0.631,0.054,0.216,3,0.322,5.324,25,1,0,1,0,48622.35
Quantum Works,AI/ML,Seed,UK,Visionary,0.875,0.442,0.587,0.501,0.443,33,0,8,1,23,10,2,18739444.64,7684.4,0.207,651688.39,82345.66,4.314,0.079,2,0.606,0.669,0.316,4,0.388,13.197,11,1,0,1,0,292352.26
Quantum Logic,Fintech,Seed,EU,Operator,0.456,0.821,0.683,0.605,0.454,31,1,11,1,35,9,1,10474832.33,9964.01,0.02,805387.45,46513.13,19.918,0.143,5,0.338,0.347,0.267,3,0.198,19.096,19,0,0,1,0,14686.21
Sigma Stack,Fintech,Pre-Seed,US,Visionary,0.827,0.445,0.62,0.563,0.507,40,0,2,0,32,2,2,5983356.46,13036.31,0.134,152795.01,76503.26,3.647,0.221,5,0.551,0.079,0.193,1,0.358,10.568,4,0,0,1,0,13492.59
Spark Logic,SaaS,Pre-Seed,MENA,Visionary,0.842,0.541,0.634,0.55,0.397,34,0,6,1,17,7,1,76774632.38,0.0,-0.116,161913.01,43140.54,20.0,0.261,4,0.347,0.169,0.299,3,0.139,5.158,10,1,0,1,0,0.0
Urban Systems,DevTools,Seed,EU,Visionary,0.732,0.496,0.477,0.545,0.436,24,0,13,1,28,11,0,14753134.57,18799.02,0.384,708524.53,76560.34,0.883,0.208,2,0.743,0.216,0.131,4,0.319,11.198,14,0,0,1,0,21494.55
Aero Stack,DevTools,Pre-Seed,LatAm,Operator,0.57,0.794,0.435,0.613,0.342,30,0,14,1,20,2,0,19100893.12,10855.17,0.137,383487.62,38880.37,2.173,0.11,2,0.471,0.151,0.234,1,0.29,4.336,10,0,0,1,0,12358.63
Spark AI,AI/ML,Seed,US,Operator,0.563,0.783,0.598,0.629,0.336,37,0,12,1,23,19,2,10514394.89,0.0,0.027,1776376.75,16427.57,20.0,0.176,2,0.488,0.404,0.278,3,0.138,6.022,20,1,0,1,0,0.0
Zen Drive,DevTools,Pre-Seed,SEA,Engineer,0.751,0.599,0.328,0.393,0.446,31,0,13,1,18,8,0,36028226.65,0.0,0.023,79674.36,42955.3,20.0,0.103,2,0.407,0.168,0.405,2,0.162,8.054,6,0,0,1,0,0.0
Eco Logic,Bio/Health,Pre-Seed,EU,Visionary,0.769,0.546,0.742,0.445,0.46,22,0,4,1,10,6,1,17046283.3,8402.4,0.525,78693.41,21347.8,0.404,0.235,3,0.538,0.052,0.864,1,0.129,9.394,22,1,0,0,1,1142228.53
Polar Stack,Bio/Health,Pre-Seed,UK,Operator,0.45,0.733,0.443,0.44,0.461,33,0,5,0,6,9,1,49519195.9,14668.65,0.066,344196.03,46004.06,3.983,0.224,4,0.524,0.142,0.154,2,0.769,27.813,16,0,0,1,0,16917.2
Polar Stack,Hardware,Pre-Seed,India,Engineer,0.693,0.588,0.403,0.642,0.385,38,0,11,1,28,5,0,15793235.79,2883.68,0.112,146655.2,52209.85,13.492,0.016,4,0.225,0.143,0.145,1,0.17,17.19,12,0,0,1,0,4027.42
Terra Drive,Climate,Seed,US,Salesperson,0.613,0.534,0.751,0.65,0.495,30,0,2,0,48,13,2,21639513.2,18265.26,0.407,185019.8,59590.27,0.668,0.187,3,0.518,0.205,0.196,2,0.6,10.892,17,0,0,1,0,19713.3
Zen Labs,DevTools,Pre-Seed,EU,Engineer,0.677,0.567,0.351,0.505,0.376,37,0,12,0,16,12,1,15799744.93,6082.04,0.353,70362.31,25373.87,0.984,0.136,2,0.589,0.046,0.603,1,0.387,4.759,16,1,0,1,0,204227.43
Eco Dynamics,Fintech,Pre-Seed,US,Visionary,0.77,0.625,0.76,0.33,0.357,29,0,7,0,9,2,1,25972499.51,10332.38,0.135,47708.44,21698.39,1.301,0.301,3,0.552,0.678,0.344,2,0.237,9.135,1,1,0,1,0,219153.63
Terra Works,Climate,Pre-Seed,US,Operator,0.663,0.772,0.454,0.585,0.372,32,0,9,1,16,2,0,21896091.4,0.0,0.173,29714.29,36449.82,20.0,0.195,2,0.514,0.345,0.573,2,0.274,4.123,13,0,0,1,0,0.0
Vertex Cloud,SaaS,Pre-Seed,EU,Operator,0.584,0.718,0.509,0.524,0.329,36,0,2,1,9,12,0,12351485.19,0.0,0.056,101120.41,36004.08,20.0,0.135,4,0.64,0.557,0.088,3,0.186,16.668,18,0,0,1,0,0.0
Nova Labs,SaaS,Seed,India,Operator,0.583,0.826,0.375,0.595,0.552,34,0,11,1,19,11,2,7501168.22,12489.72,0.022,761391.37,91297.61,20.0,0.01,7,0.734,0.14,0.217,2,0.229,12.359,29,1,0,1,0,41460.03
Sigma Drive,Climate,Pre-Seed,EU,Engineer,0.572,0.713,0.38,0.417,0.384,36,0,11,1,18,2,1,29021737.14,0.0,-0.026,308305.31,41899.21,20.0,0.215,3,0.184,0.072,0.55,1,0.098,15.988,5,0,0,1,0,0.0
Polar Bio,SaaS,Seed,India,Visionary,0.875,0.606,0.605,0.555,0.474,38,0,12,0,45,7,0,10887036.8,12776.52,-0.221,326614.44,106465.66,20.0,0.224,5,0.597,0.095,0.634,3,0.168,21.811,7,0,0,1,0,13190.92
Sigma Dynamics,AI/ML,Pre-Seed,India,Operator,0.56,0.683,0.564,0.485,0.408,38,0,12,1,5,4,0,29288920.52,18678.98,0.423,481863.76,61413.16,0.648,0.185,4,0.758,0.114,0.819,2,0.441,3.684,9,1,1,1,0,950412.66
Vertex Bio,Fintech,Pre-Seed,US,Operator,0.609,0.795,0.528,0.63,0.477,39,0,9,0,13,11,0,39872317.53,9980.51,0.311,131767.69,67873.7,1.825,0.304,8,0.434,0.055,0.18,4,0.156,8.842,12,0,1,1,0,16332.59
Polar Grid,Hardware,Seed,EU,Visionary,0.838,0.665,0.614,0.439,0.459,35,0,2,0,15,5,0,18412173.1,10682.75,0.404,172182.62,100524.41,1.939,0.059,1,0.555,0.047,0.313,3,0.503,12.213,1,1,1,1,0,87393.75
Polar Analytics,Bio/Health,Seed,MENA,Visionary,0.815,0.488,0.621,0.601,0.438,40,0,20,1,40,13,2,10794065.62,27399.29,0.079,617721.79,91551.36,3.532,0.087,4,0.68,0.03,0.253,1,0.545,8.057,14,0,0,1,0,128767.07
Nimbus Cloud,Fintech,Seed,US,Engineer,0.651,0.704,0.371,0.602,0.289,33,0,7,1,28,8,2,14832323.01,10995.06,0.281,1648563.62,62693.01,1.69,0.176,5,0.526,0.521,0.77,2,0.537,12.522,13,1,1,0,1,730508.21
Quantum Pulse,Climate,Pre-Seed,EU,Operator,0.617,0.751,0.478,0.566,0.437,38,1,6,0,20,2,1,4490872.03,317.48,0.062,120366.94,14526.5,20.0,0.3,3,0.819,0.302,0.724,2,0.25,12.252,17,1,0,1,0,1555.57
Terra Labs,Climate,Seed,UK,Engineer,0.619,0.752,0.451,0.382,0.416,32,0,21,0,17,8,1,12842938.57,10401.49,0.071,368920.13,55463.45,6.291,0.087,2,0.536,0.125,0.739,2,0.505,12.477,15,1,1,0,1,72739.92
Terra AI,AI/ML,Seed,Africa,Visionary,0.797,0.451,0.822,0.55,0.355,37,0,12,1,45,11,2,13949423.74,20012.29,0.277,153227.88,98335.26,1.476,0.19,0,0.426,0.089,0.456,3,0.273,3.366,19,0,0,1,0,22321.13
Eco AI,AI/ML,Seed,EU,Operator,0.466,0.741,0.492,0.52,0.354,42,0,10,0,27,9,1,48481948.11,14548.3,0.176,228110.11,58442.71,1.901,0.204,1,0.613,0.349,0.082,2,0.381,3.287,11,0,0,1,0,24019.28
Spark Cloud,Bio/Health,Seed,SEA,Salesperson,0.575,0.536,0.692,0.591,0.533,30,0,11,1,32,16,1,13351474.32,14799.73,0.359,1364785.59,89752.7,1.408,0.126,1,0.246,0.076,0.641,3,0.475,9.643,20,1,1,0,1,699385.31
Urban Pulse,DevTools,Seed,India,Engineer,0.623,0.619,0.392,0.621,0.554,34,0,11,1,27,12,2,7605424.3,42146.02,0.2,355948.91,120510.83,1.192,0.102,3,0.56,0.117,0.195,1,0.389,6.997,17,0,1,1,0,82187.72
Vertex Works,Fintech,Seed,EU,Visionary,0.705,0.544,0.758,0.502,0.548,34,1,16,0,33,10,2,20437879.23,24935.3,0.34,469227.92,103270.74,1.015,0.171,6,0.428,0.137,0.487,3,0.225,16.513,11,1,0,1,0,135734.62
Polar Works,Bio/Health,Seed,US,Visionary,0.654,0.379,0.798,0.368,0.535,42,0,12,1,26,17,1,5404496.55,0.0,0.037,149387.49,74796.85,20.0,0.11,1,0.339,0.06,0.62,3,0.519,10.34,25,1,0,1,0,0.0
Terra Works,Hardware,Seed,India,Visionary,0.733,0.442,0.778,0.482,0.424,36,0,10,1,11,11,3,14592797.82,17197.01,0.065,205416.21,56427.96,4.231,0.128,3,0.561,0.295,0.681,4,0.547,37.019,21,1,1,1,0,33789.44
Polar Pulse,Hardware,Seed,US,Visionary,0.717,0.474,0.522,0.488,0.473,33,0,14,0,30,5,1,8394340.39,8184.38,0.216,180590.85,47884.81,2.257,0.136,7,0.625,0.211,0.345,2,0.6,6.929,4,0,0,1,0,11790.28
Atlas Cloud,Fintech,Pre-Seed,LatAm,Operator,0.49,0.761,0.393,0.527,0.332,41,0,14,1,16,3,0,21462306.92,27927.98,0.192,437323.52,12829.48,0.199,0.213,6,0.514,0.166,0.561,2,0.299,11.229,4,0,0,1,0,31090.12
Urban Pulse,Fintech,Seed,MENA,Visionary,0.804,0.561,0.669,0.542,0.518,44,0,5,0,24,10,0,8367061.96,7722.8,0.408,458426.84,91250.93,2.413,0.275,4,0.638,0.766,0.391,3,0.104,21.867,15,0,0,1,0,9108.22
Nimbus Dynamics,SaaS,Seed,EU,Operator,0.404,0.674,0.556,0.513,0.528,34,0,13,1,38,3,2,18059062.23,18414.98,0.065,357274.96,133795.85,9.38,0.116,6,0.282,0.244,0.302,3,0.304,9.494,9,1,1,1,0,130513.78
Spark Dynamics,DevTools,Seed,SEA,Operator,0.708,0.843,0.55,0.486,0.28,25,0,13,1,30,15,2,5895228.83,28789.88,0.217,260666.16,110165.18,1.467,0.167,2,0.615,0.042,0.707,3,0.753,9.442,21,1,0,0,1,1527297.8
Spark Dynamics,Fintech,Pre-Seed,US,Operator,0.478,0.726,0.523,0.689,0.372,40,0,1,0,21,2,0,57885339.41,5093.67,-0.283,100893.01,63903.65,20.0,0.169,1,0.459,0.237,0.118,1,0.402,6.965,9,0,0,1,0,5093.67
Urban Dynamics,DevTools,Pre-Seed,EU,Visionary,0.748,0.627,0.827,0.552,0.456,31,0,18,0,16,3,1,28017390.66,18474.42,0.072,266788.09,64900.34,4.085,0.01,5,1.0,0.323,0.738,1,0.341,4.157,5,0,0,1,0,25883.63
Polar Logic,SaaS,Pre-Seed,SEA,Engineer,0.685,0.811,0.426,0.454,0.464,35,0,11,0,21,2,2,7030043.69,5574.51,0.294,152691.04,20527.73,1.043,0.128,4,0.41,0.021,0.407,1,0.217,4.912,1,1,0,1,0,98254.25
Spark Systems,SaaS,Pre-Seed,EU,Operator,0.437,0.639,0.558,0.526,0.488,23,0,18,1,10,8,0,17042177.32,0.0,0.177,93731.96,32363.42,20.0,0.01,5,0.729,0.202,0.516,1,0.445,4.878,9,1,0,1,0,0.0
Hyper Drive,Fintech,Seed,US,Salesperson,0.452,0.488,0.663,0.472,0.435,32,1,9,0,37,15,1,5332706.16,17620.57,0.419,819892.59,62685.36,0.707,0.063,3,0.297,0.238,0.405,3,0.448,13.92,18,0,0,1,0,596196.9
Flow Drive,DevTools,Pre-Seed,US,Salesperson,0.703,0.456,0.778,0.62,0.512,26,0,5,1,6,11,2,7234408.62,5839.62,0.217,61748.13,23540.63,1.546,0.207,1,0.626,0.545,0.049,1,0.27,6.879,14,1,0,0,1,333960.99
Zen Grid,Climate,Pre-Seed,LatAm,Visionary,0.756,0.528,0.663,0.491,0.48,31,0,11,0,28,4,2,10194096.54,4893.01,0.063,232062.47,38973.2,10.547,0.126,2,0.351,0.155,0.677,2,0.132,3.984,12,1,0,0,1,35352.1
Polar Grid,Climate,Pre-Seed,EU,Engineer,0.624,0.703,0.515,0.464,0.324,31,0,10,0,10,8,0,24029173.13,0.0,0.217,164536.7,53062.12,20.0,0.219,2,0.513,0.118,0.446,1,0.035,6.085,18,0,0,1,0,0.0
Aero Bio,AI/ML,Seed,SEA,Engineer,0.703,0.578,0.474,0.531,0.281,26,0,19,0,28,14,2,19382964.79,15660.97,0.017,92985.8,101301.12,20.0,0.221,1,0.316,0.079,0.456,2,0.402,6.562,23,1,0,1,0,64882.57
Spark Stack,SaaS,Pre-Seed,EU,Visionary,0.69,0.394,0.747,0.578,0.377,36,0,4,0,34,2,1,2406272.13,9065.6,-0.014,258515.7,85581.25,20.0,0.068,3,0.219,0.473,0.136,2,0.345,14.326,8,0,0,1,0,10590.16
Terra Forge,Climate,Pre-Seed,US,Operator,0.609,0.589,0.601,0.524,0.498,33,0,6,1,3,14,0,4517627.37,11184.44,0.393,26060.53,19018.5,0.36,0.152,3,0.742,0.178,0.31,2,0.401,8.465,26,1,0,0,1,594293.39
Sigma OS,Fintech,Seed,US,Visionary,0.7,0.454,0.594,0.431,0.345,22,0,19,1,26,11,1,6049507.26,14800.59,-0.138,791777.72,76081.56,20.0,0.142,2,0.575,0.371,0.344,3,0.254,11.726,18,1,0,1,0,37989.75
Flow AI,Climate,Seed,US,Operator,0.468,0.846,0.539,0.507,0.488,42,0,17,0,49,23,1,51678726.98,0.0,0.158,880588.8,86607.58,20.0,0.016,6,0.481,0.079,0.283,2,0.262,8.028,23,0,0,1,0,0.0
Nimbus Labs,Climate,Seed,India,Visionary,0.914,0.446,0.66,0.426,0.515,32,0,10,0,28,2,1,27915404.99,12730.97,0.02,952757.11,68750.32,20.0,0.268,3,0.74,0.181,0.449,1,0.644,9.323,15,1,1,1,0,93356.64
Hyper Cloud,AI/ML,Pre-Seed,US,Operator,0.592,0.607,0.586,0.548,0.243,32,0,10,1,7,10,0,9607895.53,0.0,0.299,204903.52,53679.86,20.0,0.047,3,0.367,0.356,0.286,1,0.314,5.031,11,0,0,1,0,0.0
Urban Cloud,Fintech,Seed,US,Visionary,0.785,0.518,0.591,0.606,0.522,29,0,10,0,26,5,1,35010276.37,5202.46,0.162,284224.11,61751.08,6.108,0.162,2,0.496,0.284,0.474,3,0.096,25.158,8,0,0,1,0,9780.83
Quantum Dynamics,DevTools,Seed,MENA,Salesperson,0.51,0.584,0.875,0.457,0.435,39,0,13,1,33,4,2,11234784.93,0.0,0.182,512840.8,82564.2,20.0,0.174,3,0.451,0.504,0.655,1,0.464,26.805,3,1,0,1,0,0.0
Polar Analytics,Climate,Seed,Africa,Operator,0.625,0.676,0.716,0.703,0.466,40,0,8,1,27,8,3,4598032.46,14305.72,0.085,795295.1,109256.11,7.48,0.086,3,0.603,0.559,0.381,3,0.367,14.024,12,1,0,1,0,114692.03
Zen AI,Climate,Pre-Seed,EU,Engineer,0.501,0.552,0.371,0.442,0.41,30,0,4,0,25,8,0,9089103.65,10277.66,0.228,102286.79,23119.57,0.822,0.136,2,0.487,0.008,0.611,2,0.082,16.17,21,1,1,1,0,128802.72
Vertex Cloud,Bio/Health,Pre-Seed,India,Visionary,0.822,0.494,0.537,0.404,0.33,28,0,9,0,32,3,1,11281964.86,6058.79,0.158,96607.28,46791.88,4.067,0.229,5,0.357,0.18,0.638,1,0.308,6.263,3,1,0,1,0,16143.73
Terra Systems,Hardware,Pre-Seed,US,Operator,0.475,0.651,0.55,0.584,0.645,30,0,11,1,20,3,1,49984418.01,10836.06,0.202,175629.6,32684.18,1.246,0.029,2,0.788,0.301,0.38,1,0.305,10.539,13,0,0,1,0,12708.62
Aero Labs,AI/ML,Seed,US,Visionary,0.953,0.539,0.723,0.511,0.379,34,0,7,1,11,8,2,8513810.99,27461.33,0.103,416480.52,50792.06,1.501,0.15,1,0.605,0.252,0.497,2,0.548,8.515,11,1,0,1,0,781658.38
Nimbus Systems,AI/ML,Seed,US,Visionary,0.679,0.493,0.821,0.485,0.56,39,0,19,1,14,4,1,21663199.51,6314.77,0.324,201104.83,62812.59,2.558,0.182,3,0.378,0.503,0.353,5,0.478,8.234,16,0,0,1,0,6765.95
Sigma Pulse,Hardware,Seed,UK,Operator,0.619,0.675,0.407,0.574,0.42,27,0,16,0,49,9,2,16893860.87,18595.6,0.075,587443.39,61333.61,3.65,0.254,2,0.496,0.369,0.31,3,0.624,10.485,11,0,0,1,0,22718.66
Atlas AI,Fintech,Seed,EU,Engineer,0.621,0.622,0.455,0.378,0.398,44,0,11,0,20,12,1,26807277.42,26024.07,0.297,597959.09,29290.29,0.316,0.18,7,0.631,0.498,0.456,4,0.0,10.502,22,1,0,1,0,166852.3
Terra Logic,SaaS,Pre-Seed,MENA,Visionary,0.66,0.508,0.698,0.399,0.337,32,0,2,1,15,8,1,23711827.53,0.0,-0.199,144395.62,18033.22,20.0,0.014,6,0.496,0.07,0.138,1,0.187,13.993,3,0,0,1,0,0.0
Flow Cloud,Bio/Health,Seed,India,Operator,0.495,0.866,0.532,0.476,0.416,33,0,9,0,25,11,1,14240913.47,0.0,0.462,295876.62,46062.33,20.0,0.226,7,0.379,0.196,0.803,2,0.704,4.268,10,0,0,1,0,0.0
Hyper Systems,AI/ML,Seed,MENA,Visionary,0.799,0.578,0.684,0.508,0.422,30,0,11,0,20,13,1,10516752.05,22139.66,0.163,368373.89,35691.81,0.825,0.12,6,0.712,0.427,0.339,1,0.398,5.062,19,0,0,1,0,25174.9
Vertex Pulse,Fintech,Seed,UK,Operator,0.548,0.889,0.566,0.516,0.46,35,0,15,0,36,10,2,7384226.54,5945.53,0.167,242368.98,68998.06,5.802,0.191,4,0.373,0.501,0.675,1,0.66,6.313,16,0,1,1,0,8713.87
Vertex Grid,Climate,Seed,US,Operator,0.597,0.78,0.534,0.489,0.403,39,0,20,0,43,12,1,9997225.83,0.0,0.049,1330543.64,70441.86,20.0,0.183,1,0.603,0.113,0.185,4,0.47,8.751,8,0,1,1,0,0.0
Spark Grid,Fintech,Seed,EU,Visionary,0.741,0.55,0.628,0.54,0.475,32,0,20,1,31,4,2,19750605.25,31184.51,0.26,520694.41,71280.56,0.731,0.194,4,0.497,0.205,0.248,1,0.569,12.733,6,1,1,1,0,341869.58
Urban Forge,Fintech,Seed,India,Visionary,0.835,0.563,0.655,0.374,0.426,27,0,18,0,27,10,3,19614154.61,32675.15,0.092,785476.85,73567.44,2.032,0.223,2,0.378,0.141,0.497,2,0.336,15.23,8,1,0,1,0,272357.81
Atlas Cloud,SaaS,Seed,US,Visionary,0.769,0.573,0.658,0.535,0.348,27,0,12,1,38,7,3,2794477.0,0.0,0.302,1069197.29,70345.49,20.0,0.205,1,0.449,0.404,0.768,4,0.736,19.586,9,0,0,1,0,0.0
Atlas Analytics,DevTools,Seed,MENA,Operator,0.557,0.801,0.46,0.44,0.479,29,0,11,1,36,2,2,59348049.98,47087.76,0.123,139249.38,60499.65,0.867,0.122,0,0.41,0.145,0.467,1,0.184,24.47,16,0,0,1,0,52424.86
Zen Labs,AI/ML,Seed,EU,Visionary,0.863,0.596,0.575,0.446,0.559,43,0,4,0,39,20,1,12734695.46,3899.44,0.32,97712.68,20032.7,1.338,0.143,5,0.367,0.058,0.516,2,0.579,4.247,29,1,1,0,1,49505.68
Eco Labs,Climate,Seed,UK,Operator,0.48,0.796,0.594,0.522,0.335,24,0,13,0,23,16,0,12200298.67,14567.33,-0.057,467502.85,71310.56,20.0,0.156,2,0.745,0.008,0.612,3,0.516,16.523,13,1,0,1,0,19015.02
Hyper Works,SaaS,Pre-Seed,US,Engineer,0.634,0.56,0.384,0.579,0.488,41,0,10,1,3,4,1,5254705.02,22494.82,0.051,152018.67,33516.87,2.444,0.178,5,0.431,0.203,0.177,3,0.258,15.324,7,0,0,1,0,44653.5
Spark Labs,Fintech,Seed,US,Visionary,0.697,0.582,0.54,0.502,0.335,35,0,13,0,38,14,1,12857411.07,39160.7,0.231,1824497.88,93171.35,0.859,0.141,7,0.36,0.482,0.454,1,0.696,8.029,23,1,1,1,0,166614.51
Hyper Stack,Bio/Health,Pre-Seed,SEA,Visionary,0.729,0.534,0.661,0.522,0.413,39,0,12,1,16,9,1,19938553.01,17221.76,0.053,262664.78,60259.76,5.495,0.044,3,0.572,0.123,0.17,1,0.153,8.053,12,0,0,1,0,18406.42
Nimbus AI,Hardware,Seed,US,Operator,0.477,0.824,0.631,0.598,0.428,30,0,7,0,33,2,1,3460469.98,11723.5,0.147,755759.91,68569.05,3.311,0.167,1,0.31,0.523,0.145,3,0.308,19.143,13,1,0,0,1,219634.58
Flow Forge,Fintech,Seed,US,Salesperson,0.656,0.507,0.815,0.611,0.433,35,0,11,0,28,9,2,8859169.54,19361.61,0.307,481523.32,62976.58,0.883,0.191,3,0.428,0.281,0.166,2,0.314,4.887,22,1,0,1,0,76626.35
Terra Bio,Hardware,Seed,EU,Visionary,0.769,0.433,0.67,0.444,0.468,29,0,12,0,33,10,3,5594890.71,0.0,0.075,845095.82,109940.12,20.0,0.195,3,0.352,0.036,0.338,3,0.313,6.915,11,0,0,1,0,0.0
Hyper Drive,SaaS,Seed,LatAm,Visionary,0.755,0.474,0.624,0.367,0.329,30,0,12,1,33,9,0,3240903.65,22301.69,-0.132,254681.86,38468.48,20.0,0.162,2,0.785,0.351,0.414,3,0.886,10.765,14,1,1,1,0,30983.11
Nimbus Grid,DevTools,Seed,India,Operator,0.539,0.905,0.448,0.6,0.373,26,0,3,1,17,9,1,22973335.62,38588.98,0.238,347672.64,112849.8,1.023,0.233,1,0.648,0.055,0.914,1,0.673,11.273,30,1,0,0,1,2407371.42
Eco AI,Hardware,Seed,UK,Visionary,0.777,0.598,0.673,0.466,0.543,39,0,12,1,33,12,3,33281006.22,0.0,0.097,135765.3,34376.15,20.0,0.054,3,0.332,0.515,0.222,4,0.425,6.61,12,1,0,1,0,0.0
Terra Bio,Fintech,Seed,EU,Visionary,0.713,0.626,0.749,0.5,0.374,45,0,9,1,34,20,2,9496922.07,0.0,0.359,1257800.72,44190.79,20.0,0.028,4,0.533,0.129,0.281,4,0.266,8.266,20,0,0,1,0,0.0
Vertex Forge,DevTools,Pre-Seed,SEA,Engineer,0.636,0.727,0.304,0.491,0.544,28,0,2,0,1,2,0,4772641.3,4559.08,-0.012,62229.56,38835.99,20.0,0.098,3,0.606,0.257,0.639,3,0.539,26.965,8,1,0,1,0,11754.28
Nova Pulse,DevTools,Seed,India,Salesperson,0.657,0.447,0.713,0.659,0.55,35,0,10,1,31,15,2,5544830.51,20583.33,0.17,650646.38,84640.48,2.014,0.077,4,0.552,0.09,0.12,2,0.375,17.218,19,0,0,1,0,37134.65
Flow OS,Fintech,Seed,US,Operator,0.562,0.872,0.502,0.734,0.425,35,0,17,0,14,11,1,19150139.86,49467.65,0.373,301428.54,23977.91,0.108,0.316,4,0.497,0.41,0.449,2,0.643,9.07,21,1,0,0,1,2379493.4
Urban Logic,Hardware,Seed,US,Visionary,0.671,0.475,0.727,0.581,0.514,42,0,15,1,35,12,3,36962027.54,16995.6,0.079,416469.26,87760.73,5.443,0.089,3,0.541,0.394,0.487,2,0.336,12.157,23,1,1,0,1,348129.07
