company,sector,stage_at_observation,location,ceo_personality,team_openness_mean,team_conscientiousness_mean,team_extraversion_mean,team_agreeableness_mean,team_neuroticism_mean,founder_age,founder_prev_exits,founder_experience_years_pre,founder_tech_background,pre_series_a_months_since_founded,pre_series_a_team_size,pre_series_a_release_freq,market_size_usd,pre_series_a_mrr_usd,pre_series_a_growth_3m,pre_series_a_prior_funding_usd,pre_series_a_burn_usd,burn_multiple,pipeline_conversion_rate,competition_density,sector_trend_score_at_investment,buzzword_density,prior_investor_reputation,syndicate_size,prior_investor_followon_rate,pre_series_a_val_rev_ratio,current_employee_count,raised_series_a_36m,exited_36m,shutdown_36m,success_36m,mrr_peak_usd_36m
Eco Drive,AI/ML,Pre-Seed,US,Operator,0.567,0.684,0.413,0.569,0.297,45,0,14,0,24,3,1,10362535.94,2507.67,0.215,692090.75,25907.87,4.009,0.234,7,0.419,0.083,0.109,3,0.489,14.171,3,1,1,0,1,24552.41
Spark AI,SaaS,Seed,EU,Engineer,0.602,0.646,0.369,0.601,0.43,35,0,7,1,30,16,1,28226368.74,24992.59,0.489,320724.06,83734.54,0.571,0.045,2,0.547,0.066,0.465,2,0.554,17.875,22,1,1,0,1,2807321.81
Terra Pulse,Hardware,Seed,LatAm,Operator,0.34,0.754,0.484,0.421,0.365,43,0,8,1,33,9,2,19340913.74,2152.69,0.419,1178575.87,98609.35,9.102,0.106,7,0.545,0.19,0.388,2,0.417,14.639,13,1,1,1,0,3700.27
Zen Grid,Hardware,Seed,US,Engineer,0.575,0.745,0.251,0.356,0.553,33,1,13,0,27,14,1,10279679.15,7418.19,0.072,382571.84,92583.26,14.489,0.206,1,0.703,0.124,0.515,2,0.556,7.259,18,1,1,0,1,76682.53
Sigma Dynamics,SaaS,Pre-Seed,LatAm,Engineer,0.638,0.726,0.474,0.502,0.401,34,0,7,1,14,12,2,9880672.37,38989.03,0.277,205668.21,36511.91,0.281,0.218,1,0.712,0.232,0.224,1,0.379,8.828,17,0,0,1,0,60720.37
Vertex OS,Bio/Health,Seed,India,Visionary,0.759,0.437,0.607,0.592,0.287,30,0,13,1,37,11,2,19368974.41,22421.1,0.186,702802.36,77122.04,1.538,0.183,3,0.269,0.031,0.111,3,0.597,6.544,14,1,1,1,0,61334.67
Nimbus Stack,Climate,Pre-Seed,EU,Visionary,0.769,0.48,0.493,0.445,0.392,34,0,5,1,31,3,0,26286897.72,9896.63,0.277,194991.3,28491.45,0.867,0.101,7,0.651,0.081,0.494,3,0.57,4.923,3,0,0,1,0,11869.32
Aero Works,Climate,Seed,UK,Engineer,0.497,0.684,0.394,0.563,0.551,37,0,19,1,23,21,1,7563052.14,30005.06,0.301,391777.09,77018.59,0.71,0.169,2,0.418,0.454,0.465,1,0.588,10.468,26,1,0,1,0,444151.64
Polar AI,Hardware,Pre-Seed,LatAm,Visionary,0.801,0.518,0.625,0.465,0.622,42,0,6,1,22,2,0,2993662.81,12749.22,0.24,50297.0,71418.71,1.943,0.145,4,0.288,0.462,0.093,1,0.175,5.147,2,1,0,1,0,16489.98
Quantum Grid,AI/ML,Pre-Seed,EU,Visionary,0.776,0.487,0.769,0.541,0.46,38,0,10,1,16,8,1,18246018.58,13341.17,0.059,263887.96,30312.59,3.234,0.139,0,0.671,0.132,0.613,2,0.389,17.854,10,1,0,1,0,59337.87
Hyper Logic,DevTools,Pre-Seed,US,Operator,0.65,0.662,0.452,0.559,0.382,36,0,7,1,8,2,1,6824575.71,0.0,0.028,414854.52,33065.51,20.0,0.052,4,0.51,0.073,0.315,1,0.066,5.535,2,1,0,1,0,0.0
Zen AI,SaaS,Pre-Seed,SEA,Visionary,0.782,0.498,0.596,0.402,0.488,36,0,10,1,28,10,0,45772785.82,9329.21,0.135,399653.94,25068.37,1.658,0.149,6,0.37,0.075,0.313,1,0.363,6.05,11,1,1,0,1,74806.83
Vertex Dynamics,Bio/Health,Seed,US,Operator,0.427,0.679,0.587,0.491,0.449,20,0,27,0,17,24,2,19694048.5,19289.31,0.064,878780.45,60565.53,4.067,0.129,4,0.51,0.225,0.27,3,0.194,2.388,28,1,0,1,0,52063.46
Atlas OS,DevTools,Pre-Seed,EU,Operator,0.544,0.841,0.633,0.526,0.294,28,0,14,1,8,5,2,38959126.86,0.0,0.021,142767.66,25401.2,20.0,0.179,0,0.563,0.062,0.69,1,0.184,7.813,7,1,0,1,0,0.0
Spark Systems,Climate,Pre-Seed,EU,Visionary,0.758,0.439,0.641,0.436,0.55,43,0,12,0,17,2,0,11004184.15,11785.0,0.232,282781.4,104591.0,3.183,0.267,4,0.496,0.207,0.098,1,0.548,21.409,2,1,0,1,0,33172.37
Aero Works,SaaS,Seed,MENA,Engineer,0.576,0.725,0.306,0.403,0.504,30,0,15,1,18,19,1,16816263.07,4485.6,0.328,767177.42,94787.82,5.37,0.114,1,0.56,0.037,0.564,4,0.0,17.169,26,1,0,1,0,25151.71
Aero Dynamics,Hardware,Seed,US,Operator,0.447,0.876,0.6,0.447,0.397,29,0,11,0,27,12,2,20441864.05,15559.57,0.331,598846.86,110167.64,1.782,0.203,4,0.691,0.436,0.403,2,0.283,17.784,17,0,0,1,0,26978.1
Aero Labs,AI/ML,Seed,MENA,Engineer,0.753,0.639,0.468,0.419,0.479,35,0,9,1,30,11,1,7349988.07,21249.11,0.173,430464.05,83846.52,1.897,0.281,2,0.403,0.241,0.163,4,0.212,19.673,14,0,0,1,0,22525.18
Vertex Stack,DevTools,Seed,EU,Operator,0.472,0.727,0.417,0.57,0.412,34,0,13,0,5,4,2,8543247.69,20755.03,0.158,665499.86,42762.0,1.084,0.185,3,0.822,0.17,0.397,4,0.465,11.364,5,1,1,0,1,645453.05
Nimbus Works,Hardware,Pre-Seed,EU,Visionary,0.672,0.462,0.659,0.453,0.507,33,0,14,1,26,9,2,34383269.2,0.0,0.257,103932.0,92023.7,20.0,0.288,3,0.476,0.661,0.401,3,0.455,5.168,13,0,0,1,0,0.0
Spark Labs,Climate,Seed,US,Operator,0.523,0.593,0.555,0.6,0.482,21,0,11,0,20,15,1,21404825.32,7477.31,0.319,258172.34,98945.51,3.452,0.201,2,0.387,0.112,0.687,3,0.416,4.846,19,0,0,1,0,8282.31
Zen Drive,SaaS,Seed,India,Engineer,0.676,0.559,0.231,0.564,0.568,28,0,14,1,18,9,1,14846921.63,30371.54,0.05,526045.1,57538.04,3.139,0.178,6,0.734,0.456,0.303,3,0.218,5.829,11,0,0,1,0,62374.16
Aero Pulse,SaaS,Seed,EU,Visionary,0.841,0.493,0.727,0.535,0.477,33,0,5,0,6,7,1,8434554.05,31897.43,0.007,296221.66,127341.72,20.0,0.033,2,0.61,0.158,0.309,3,0.611,21.312,8,1,0,0,1,97829.91
Quantum Drive,SaaS,Seed,UK,Operator,0.437,0.939,0.579,0.473,0.42,33,0,18,0,28,14,1,28116812.06,21166.52,0.36,77636.9,34324.69,0.375,0.174,3,0.457,0.011,0.532,1,0.631,14.813,19,0,0,1,0,50994.28
Quantum Dynamics,Bio/Health,Pre-Seed,EU,Operator,0.587,0.673,0.492,0.661,0.398,32,0,7,1,3,10,1,4312610.76,0.0,0.146,165176.9,75625.79,20.0,0.117,3,0.447,0.126,0.477,1,0.11,21.265,12,1,0,1,0,0.0
Flow OS,DevTools,Pre-Seed,MENA,Visionary,0.823,0.51,0.672,0.457,0.432,31,0,2,1,14,7,0,18599670.01,8084.08,0.407,232969.28,55706.1,1.411,0.097,0,0.427,0.289,0.339,2,0.705,4.231,9,1,0,0,1,470707.46
Polar Cloud,Climate,Seed,US,Operator,0.454,0.794,0.526,0.62,0.28,39,0,17,1,5,11,1,10377508.04,10331.48,0.263,787904.87,102452.75,3.141,0.15,4,0.48,0.189,0.536,4,0.519,20.098,14,1,0,1,0,11194.1
Atlas Works,DevTools,Seed,US,Visionary,0.887,0.506,0.549,0.395,0.405,35,0,15,0,21,7,2,11412293.49,0.0,0.089,251512.28,57351.13,20.0,0.215,5,0.805,0.241,0.793,3,0.543,16.756,9,0,0,1,0,0.0
Nova Analytics,DevTools,Seed,EU,Visionary,0.753,0.571,0.558,0.439,0.438,43,0,10,1,27,18,3,8009447.89,24400.14,0.353,152973.33,49428.82,0.479,0.284,10,0.632,0.625,0.443,4,0.395,9.444,26,0,0,1,0,27779.6
Terra Systems,Bio/Health,Seed,EU,Visionary,0.841,0.607,0.562,0.502,0.499,29,0,14,0,46,15,1,27837722.93,1633.34,0.005,327993.99,54591.81,20.0,0.321,3,0.266,0.219,0.475,2,0.572,20.544,17,0,0,1,0,2535.99
Quantum Logic,Climate,Seed,US,Salesperson,0.582,0.648,0.784,0.463,0.425,41,0,15,1,30,13,1,24630901.32,0.0,-0.229,1664288.44,90075.63,20.0,0.245,2,0.574,0.08,1.0,3,0.402,11.339,15,0,0,1,0,0.0
Eco Labs,SaaS,Seed,EU,Visionary,0.821,0.494,0.661,0.67,0.539,30,0,18,0,23,11,2,9367050.36,23502.91,0.024,763459.69,75775.98,11.087,0.01,4,0.486,0.163,0.527,3,0.453,6.749,13,0,0,1,0,25082.58
Zen Dynamics,Fintech,Seed,EU,Engineer,0.571,0.639,0.429,0.482,0.509,34,0,13,0,41,19,2,23718791.7,24357.84,0.424,664969.14,39102.91,0.316,0.209,5,0.531,0.104,0.499,2,0.056,18.644,26,1,0,0,1,1206316.4
Flow Analytics,DevTools,Seed,US,Operator,0.554,0.662,0.498,0.493,0.499,27,0,6,1,16,3,0,17019596.5,12462.77,0.054,594050.65,52460.43,6.49,0.183,3,0.403,0.259,0.448,2,0.259,17.025,3,1,1,1,0,69399.28
Polar Dynamics,Bio/Health,Pre-Seed,LatAm,Visionary,0.74,0.431,0.736,0.445,0.451,24,0,12,1,31,11,2,18430609.97,14353.81,0.078,160009.86,57336.91,4.25,0.176,2,0.782,0.223,0.692,1,0.133,9.358,15,1,1,0,1,260997.07
Sigma Dynamics,Climate,Seed,India,Engineer,0.665,0.736,0.325,0.51,0.455,41,0,9,0,42,23,1,23992076.27,7114.91,0.388,254706.48,71931.46,2.172,0.04,6,0.585,0.111,0.355,3,0.722,1.552,30,1,0,0,1,181938.1
Hyper Labs,Bio/Health,Seed,UK,Engineer,0.614,0.452,0.285,0.551,0.547,20,0,5,0,32,4,1,21857191.37,9982.43,0.032,443952.59,106177.86,20.0,0.186,4,0.596,0.001,0.788,4,0.334,30.394,4,0,0,1,0,11449.4
Eco Dynamics,Bio/Health,Seed,US,Visionary,0.831,0.459,0.612,0.398,0.432,44,0,13,0,38,20,2,8093630.63,17244.13,0.082,588855.79,96190.0,5.649,0.131,3,0.611,0.303,0.415,2,0.384,16.73,25,1,0,1,0,211502.32
Urban Forge,Hardware,Pre-Seed,EU,Engineer,0.54,0.561,0.333,0.575,0.437,48,0,11,0,25,16,0,15546822.39,13577.65,-0.077,128429.86,76103.07,20.0,0.083,1,0.368,0.091,0.402,1,0.128,4.719,19,0,0,1,0,15806.71
Sigma Logic,Bio/Health,Pre-Seed,US,Operator,0.549,0.803,0.576,0.563,0.364,34,0,7,0,27,11,0,6256560.93,9100.09,0.226,140989.6,35757.21,1.451,0.196,4,0.579,0.196,0.428,2,0.275,8.356,13,1,0,1,0,33691.92
Vertex AI,Fintech,Pre-Seed,US,Operator,0.538,0.682,0.434,0.57,0.454,26,0,9,0,16,4,0,7994304.64,33254.47,0.147,64948.26,44972.42,0.768,0.186,11,0.373,0.086,0.457,1,0.492,7.682,4,1,1,1,0,54445.08
Urban Works,AI/ML,Seed,EU,Operator,0.607,0.73,0.639,0.476,0.452,29,0,14,1,36,6,2,4385682.12,33573.96,0.094,433172.36,50142.19,1.321,0.138,7,0.198,0.381,0.214,2,0.321,7.137,7,1,0,1,0,423239.04
Eco Dynamics,AI/ML,Seed,UK,Engineer,0.574,0.682,0.127,0.55,0.504,39,0,6,1,26,9,2,24722829.87,19272.43,0.163,474057.38,91800.96,2.428,0.217,5,0.559,0.256,0.361,2,0.293,11.04,12,1,0,1,0,47196.61
Nova Dynamics,Bio/Health,Seed,US,Engineer,0.589,0.774,0.423,0.554,0.489,39,0,12,0,30,17,2,16335412.88,16511.51,0.182,742226.02,84070.02,2.331,0.039,1,0.411,0.619,0.573,4,0.207,18.099,22,1,0,0,1,783129.63
Atlas Cloud,Hardware,Pre-Seed,US,Engineer,0.555,0.609,0.389,0.706,0.476,38,0,7,0,21,2,1,8872837.78,6922.24,0.185,146756.61,71235.28,4.636,0.18,3,0.26,0.24,0.658,2,0.46,9.55,2,1,0,1,0,7768.37
Aero Grid,Fintech,Pre-Seed,EU,Visionary,0.867,0.504,0.638,0.387,0.449,28,0,10,0,1,9,1,20751242.0,22518.86,0.018,689447.54,88254.91,17.768,0.114,4,0.574,0.144,0.345,3,0.068,17.317,10,0,0,1,0,28570.21
Terra Drive,Fintech,Seed,UK,Engineer,0.591,0.751,0.377,0.594,0.475,34,0,7,0,16,11,2,17816578.77,20031.92,0.227,514888.83,86652.83,1.588,0.204,5,0.283,0.112,0.557,3,0.479,10.661,14,0,0,1,0,25493.35
Aero Dynamics,AI/ML,Seed,US,Engineer,0.63,0.716,0.285,0.525,0.587,36,0,15,1,13,7,2,2296341.54,29081.03,0.171,539414.52,94201.22,1.576,0.208,1,0.439,0.124,0.063,4,0.869,7.155,9,1,0,0,1,534747.97
Sigma Forge,Hardware,Pre-Seed,US,Engineer,0.698,0.619,0.297,0.55,0.415,35,0,3,1,6,6,2,28536095.93,0.0,0.055,142624.46,68986.65,20.0,0.08,3,0.646,0.294,0.385,1,0.364,5.481,7,0,0,1,0,0.0
Nimbus Grid,AI/ML,Seed,US,Visionary,0.672,0.647,0.497,0.423,0.413,27,0,13,0,28,8,1,15962667.78,9103.44,0.104,650375.21,82647.21,7.256,0.186,3,0.382,0.26,0.597,4,0.428,3.541,10,0,0,1,0,10951.24
Eco OS,Fintech,Seed,US,Operator,0.449,0.838,0.58,0.577,0.326,31,0,8,0,37,18,2,6113653.44,18793.42,0.025,316050.89,90825.12,16.219,0.101,3,0.488,0.127,0.475,2,0.523,6.489,23,1,0,1,0,43350.01
Urban Analytics,Climate,Pre-Seed,SEA,Visionary,0.764,0.509,0.582,0.45,0.597,33,0,11,0,3,6,0,26079596.01,0.0,-0.059,140825.86,19417.66,20.0,0.104,3,0.436,0.051,0.376,4,0.286,25.608,6,0,0,1,0,0.0
Nova Systems,Hardware,Pre-Seed,US,Engineer,0.537,0.697,0.313,0.483,0.455,27,0,8,1,25,2,1,17107481.97,0.0,0.011,70948.37,49261.36,20.0,0.225,2,0.458,0.276,0.26,2,0.189,5.106,2,1,0,1,0,0.0
Aero Stack,Bio/Health,Pre-Seed,India,Visionary,0.817,0.515,0.738,0.378,0.42,41,0,6,0,23,2,0,22598268.79,8068.14,0.421,108082.8,25335.18,0.622,0.213,4,0.714,0.333,0.726,2,0.404,8.743,3,1,1,0,1,422972.15
Eco OS,Hardware,Seed,LatAm,Visionary,0.685,0.458,0.696,0.609,0.457,35,0,8,0,30,15,1,26260243.51,15743.86,0.121,2002175.23,78286.17,3.432,0.115,2,0.262,0.197,0.439,2,0.62,5.981,18,0,0,1,0,23747.99
Polar Drive,Hardware,Seed,EU,Engineer,0.606,0.641,0.395,0.509,0.448,33,0,16,0,43,17,1,22015520.63,5468.34,0.061,224316.69,85137.25,20.0,0.15,3,0.326,0.378,0.642,3,0.295,11.388,21,0,0,1,0,5856.5
Aero Works,AI/ML,Pre-Seed,US,Visionary,0.688,0.525,0.684,0.38,0.396,39,0,17,0,22,14,1,9169605.95,9082.3,0.12,218576.87,37894.09,2.905,0.15,4,0.538,0.495,0.378,1,0.0,14.734,16,1,1,1,0,28146.78
Flow Logic,DevTools,Pre-Seed,MENA,Salesperson,0.612,0.589,0.904,0.488,0.487,30,0,4,1,19,2,0,17881769.63,22658.47,-0.244,361893.73,37136.06,20.0,0.067,5,0.271,0.107,0.389,1,0.508,11.458,2,0,0,1,0,22658.47
Nimbus OS,Fintech,Seed,US,Engineer,0.558,0.62,0.383,0.432,0.395,36,0,10,0,26,16,1,3048371.57,21354.15,0.135,194900.67,126123.01,3.643,0.049,4,0.69,0.093,0.567,3,0.263,48.166,20,0,0,1,0,21736.61
Aero Pulse,Climate,Pre-Seed,LatAm,Engineer,0.646,0.616,0.401,0.509,0.345,32,0,9,0,18,11,0,49687575.28,0.0,-0.178,58168.54,14278.37,20.0,0.206,3,0.349,0.003,0.342,2,0.512,4.058,11,1,0,1,0,0.0
Quantum Drive,DevTools,Seed,EU,Operator,0.538,0.9,0.539,0.379,0.276,35,0,13,1,32,5,2,7401442.2,0.0,0.028,544314.95,77327.36,20.0,0.237,3,0.441,0.399,0.419,3,0.513,13.508,6,0,0,1,0,0.0
Urban Stack,Hardware,Seed,US,Visionary,0.795,0.462,0.657,0.597,0.432,33,0,11,1,32,12,1,10566125.14,5326.55,0.102,977088.29,73025.42,11.243,0.203,2,0.303,0.153,0.16,4,0.171,9.328,14,1,0,1,0,7770.72
Nova AI,Hardware,Pre-Seed,US,Visionary,0.606,0.515,0.566,0.471,0.416,34,0,7,1,13,12,1,40973696.39,13467.94,0.108,221040.03,53043.62,3.051,0.095,4,0.371,0.021,0.59,1,0.422,12.386,14,0,0,1,0,16053.08
Terra Stack,AI/ML,Pre-Seed,UK,Operator,0.54,0.777,0.535,0.554,0.285,36,0,10,1,19,3,2,22105940.92,0.0,-0.171,82793.3,86732.83,20.0,0.07,4,0.572,0.38,0.424,3,0.234,8.26,3,0,0,1,0,0.0
Hyper OS,SaaS,Seed,EU,Salesperson,0.61,0.416,0.795,0.576,0.548,43,0,8,1,17,16,1,1795070.78,17370.51,0.105,166584.47,12093.79,0.555,0.099,7,0.548,0.502,0.515,2,0.662,6.668,20,1,0,1,0,137001.91
Terra Logic,SaaS,Seed,US,Operator,0.512,0.663,0.498,0.584,0.553,38,0,12,1,40,5,2,8284368.67,27144.6,0.17,330760.03,93401.57,1.691,0.195,1,0.538,0.157,0.57,3,0.468,10.437,7,0,0,1,0,61301.28
Hyper Forge,Climate,Seed,EU,Engineer,0.737,0.605,0.33,0.509,0.434,44,0,10,0,24,18,2,1898222.42,3303.52,0.307,179984.92,108945.81,8.959,0.201,4,0.72,0.038,0.598,3,0.608,7.599,25,1,0,1,0,11629.87
Atlas Logic,Hardware,Pre-Seed,UK,Salesperson,0.472,0.44,0.852,0.493,0.417,25,0,15,0,1,11,0,10976611.7,0.0,0.158,461429.76,18633.59,20.0,0.217,4,0.458,0.537,0.427,3,0.596,4.096,14,0,0,1,0,0.0
Terra Dynamics,Bio/Health,Seed,EU,Operator,0.693,0.761,0.522,0.493,0.435,39,0,12,1,28,18,1,52870506.19,0.0,0.107,635055.73,94349.28,20.0,0.117,6,0.504,0.391,0.053,3,0.548,25.06,22,0,0,1,0,0.0
Spark Stack,Hardware,Seed,EU,Operator,0.522,0.636,0.56,0.495,0.333,41,0,13,0,27,6,1,8514045.33,4938.23,0.067,295001.29,87735.1,20.0,0.2,2,0.128,0.388,0.11,2,0.611,12.934,6,0,0,1,0,4938.23
Nova Labs,DevTools,Pre-Seed,US,Operator,0.525,0.57,0.476,0.561,0.271,34,0,6,1,14,6,0,17248460.55,7157.98,0.119,76726.04,8251.03,0.81,0.064,3,0.476,0.102,0.0,1,0.231,11.746,7,0,0,1,0,9225.93
Hyper Grid,Bio/Health,Pre-Seed,EU,Visionary,0.888,0.536,0.667,0.549,0.665,28,0,7,0,3,13,0,13551462.66,0.0,-0.106,139788.93,73069.57,20.0,0.147,4,0.329,0.117,0.678,1,0.619,8.766,13,1,0,1,0,0.0
Aero Bio,Climate,Seed,US,Visionary,0.882,0.44,0.658,0.341,0.562,30,0,16,1,28,11,1,14008162.29,5546.97,0.433,1253543.78,129337.89,4.484,0.202,4,0.483,0.364,0.766,2,0.468,10.382,15,1,1,1,0,22186.6
Spark Analytics,Climate,Seed,UK,Salesperson,0.739,0.587,0.837,0.531,0.335,36,0,12,1,37,17,1,9260086.48,9126.48,0.291,697473.45,43390.5,1.362,0.158,1,0.327,0.218,0.352,2,0.612,13.647,23,0,1,1,0,25787.65
Atlas Works,Hardware,Seed,EU,Engineer,0.718,0.618,0.376,0.456,0.408,34,0,7,0,42,18,1,6312737.54,5014.81,0.156,261396.57,114496.07,12.212,0.179,3,0.484,0.036,0.335,3,0.552,8.409,21,0,0,1,0,8087.75
Urban AI,SaaS,Pre-Seed,US,Operator,0.565,0.849,0.616,0.463,0.358,35,0,8,0,19,4,1,22997744.83,14309.99,0.172,259916.66,75094.66,2.54,0.07,3,0.543,0.067,0.693,1,0.491,16.043,5,0,0,1,0,18716.53
Nimbus Forge,Fintech,Pre-Seed,US,Operator,0.556,0.731,0.523,0.56,0.377,34,0,5,1,38,4,0,27260510.15,0.0,0.025,245325.8,13677.57,20.0,0.148,2,0.382,0.425,0.437,1,0.348,9.4,5,0,0,1,0,0.0
Terra Drive,Fintech,Seed,US,Engineer,0.486,0.602,0.407,0.556,0.38,30,0,13,0,15,14,1,1878142.59,0.0,0.305,440715.78,70988.66,20.0,0.172,11,0.425,0.359,0.24,3,0.614,7.313,16,0,0,1,0,0.0
Hyper Logic,SaaS,Seed,EU,Engineer,0.599,0.596,0.493,0.571,0.383,25,0,16,1,35,7,1,10567717.17,0.0,0.108,207991.74,128785.88,20.0,0.222,2,0.274,0.022,0.598,3,0.199,26.017,9,0,0,1,0,0.0
Zen AI,SaaS,Pre-Seed,US,Operator,0.515,0.695,0.434,0.613,0.436,35,0,6,1,28,9,0,6423546.18,11803.62,0.13,136277.41,19720.81,1.075,0.01,3,0.267,0.106,0.553,1,0.045,8.976,10,1,0,1,0,31388.85
Vertex Drive,SaaS,Seed,US,Visionary,0.715,0.487,0.616,0.466,0.47,20,0,6,1,42,16,1,13750185.83,20764.95,0.06,518709.08,119445.7,8.005,0.216,10,0.715,0.26,0.439,3,0.293,23.932,18,1,0,1,0,301490.65
Spark Works,Climate,Seed,UK,Operator,0.495,0.713,0.518,0.422,0.383,38,0,9,1,29,12,2,51648959.95,5729.98,0.252,843952.01,117065.32,6.746,0.107,4,0.44,0.525,0.286,3,0.386,3.357,16,0,0,1,0,9096.93
Quantum Forge,Hardware,Seed,US,Operator,0.537,0.795,0.512,0.366,0.263,33,0,7,1,38,19,0,2545756.87,12801.68,-0.04,350775.72,84105.99,20.0,0.188,3,0.319,0.234,0.835,2,0.161,7.62,22,1,1,1,0,26569.3
Hyper Drive,Hardware,Pre-Seed,EU,Engineer,0.537,0.722,0.351,0.588,0.385,33,0,7,0,10,6,1,10727686.38,7198.71,0.079,82456.0,6600.78,0.966,0.257,5,0.347,0.206,0.942,1,0.084,17.176,7,1,0,1,0,10163.48
Flow Forge,Fintech,Pre-Seed,UK,Operator,0.514,0.757,0.519,0.688,0.41,40,0,11,0,27,9,1,10879182.89,17244.81,-0.116,271447.27,74435.81,20.0,0.192,6,0.495,0.195,0.227,2,0.035,6.06,9,0,0,1,0,19091.96
Polar Drive,SaaS,Seed,UK,Operator,0.719,0.747,0.604,0.492,0.469,39,0,15,1,49,13,2,5873204.0,26707.08,0.121,154947.25,40722.9,1.046,0.176,3,0.586,0.66,0.353,1,0.596,10.646,18,0,0,1,0,34879.24
Vertex OS,Fintech,Seed,SEA,Engineer,0.431,0.642,0.485,0.499,0.488,35,0,4,1,31,5,0,7290854.26,38454.25,0.036,495771.58,34819.37,2.088,0.254,4,0.553,0.035,0.151,2,0.301,9.165,5,0,0,1,0,86247.03
Nova Analytics,SaaS,Pre-Seed,LatAm,Operator,0.642,0.644,0.528,0.544,0.306,52,0,11,1,12,8,1,11556699.89,16720.22,0.3,102624.38,50819.8,0.845,0.215,4,0.214,0.391,0.461,2,0.543,16.161,10,0,1,1,0,20633.01
Nimbus AI,DevTools,Seed,US,Engineer,0.74,0.599,0.42,0.446,0.263,20,0,10,1,36,10,0,36395468.65,41651.26,0.374,1763491.42,24629.89,0.132,0.177,2,0.535,0.24,0.686,3,0.295,12.227,13,1,0,0,1,2580710.1
Hyper Forge,Fintech,Pre-Seed,UK,Visionary,0.838,0.51,0.743,0.339,0.603,35,0,12,1,34,10,0,36222071.08,0.0,0.198,149063.08,70508.36,20.0,0.12,6,0.521,0.041,0.393,2,0.004,7.422,12,0,0,1,0,0.0
Sigma Labs,Climate,Seed,US,Salesperson,0.654,0.559,0.741,0.626,0.597,32,1,9,1,11,19,1,25699410.51,9600.79,0.274,653465.74,113798.92,3.601,0.116,2,0.26,0.138,0.81,3,0.261,7.518,25,1,0,0,1,477635.19
Vertex Bio,DevTools,Seed,MENA,Operator,0.523,0.775,0.441,0.57,0.39,44,0,5,0,14,14,2,7562809.09,20029.41,0.382,908395.96,84501.17,0.92,0.127,4,0.517,0.086,0.376,2,0.357,16.029,19,1,0,0,1,504052.59
Sigma Drive,Bio/Health,Seed,SEA,Visionary,0.773,0.545,0.683,0.613,0.5,37,0,11,1,35,15,2,8389929.01,6107.26,-0.062,151383.28,53701.89,20.0,0.175,2,0.335,0.311,0.493,3,0.295,15.233,17,0,0,1,0,10385.5
Nova Labs,SaaS,Pre-Seed,US,Operator,0.559,0.724,0.527,0.495,0.437,37,0,13,0,22,8,0,76935672.49,0.0,0.022,175516.47,32102.64,20.0,0.116,7,0.71,0.144,0.518,1,0.558,6.497,9,1,0,1,0,0.0
Nimbus Works,AI/ML,Pre-Seed,India,Visionary,0.75,0.516,0.665,0.483,0.327,33,0,3,1,17,4,1,21356793.1,24570.21,0.28,632274.15,54330.01,0.658,0.156,6,0.489,0.53,0.889,1,0.546,4.006,5,1,0,1,0,29481.57
Polar Dynamics,Hardware,Seed,UK,Operator,0.495,0.789,0.625,0.572,0.309,27,0,13,0,35,4,1,17430681.31,0.0,0.095,1032388.46,70620.69,20.0,0.193,3,0.553,0.091,0.218,4,0.261,4.375,5,0,0,1,0,0.0
Nimbus Systems,Hardware,Seed,US,Visionary,0.767,0.348,0.633,0.445,0.358,36,0,11,1,17,15,1,6130194.98,13410.0,-0.24,355009.67,93920.6,20.0,0.332,5,0.447,0.108,0.238,2,0.21,6.5,15,0,0,1,0,16394.6
Urban AI,Climate,Pre-Seed,EU,Operator,0.587,0.668,0.505,0.655,0.35,42,0,12,0,2,2,1,3526285.42,12512.97,-0.02,95646.73,52062.19,20.0,0.209,1,0.349,0.371,0.294,1,0.206,7.68,2,1,0,0,1,75845.91
Nimbus Pulse,SaaS,Seed,US,Engineer,0.58,0.839,0.435,0.568,0.406,37,0,16,0,22,2,1,10963413.83,38583.54,0.271,358324.85,131508.6,1.05,0.253,6,0.244,0.367,0.102,3,0.0,12.576,2,0,1,1,0,109079.08
Spark Bio,Bio/Health,Seed,US,Visionary,0.772,0.381,0.724,0.369,0.444,30,0,11,1,17,13,2,30086487.38,2188.29,0.342,561290.62,96558.36,10.762,0.071,2,0.67,0.25,0.55,2,0.261,11.223,19,1,1,1,0,324301.46
Flow Works,SaaS,Seed,US,Engineer,0.5,0.878,0.393,0.424,0.595,20,0,12,1,33,11,1,11031283.14,0.0,0.036,203115.09,102469.9,20.0,0.11,3,0.332,0.071,0.785,4,0.517,10.459,14,0,0,1,0,0.0
Vertex AI,AI/ML,Seed,SEA,Visionary,0.871,0.502,0.691,0.636,0.428,31,0,11,0,9,12,1,19098213.9,33526.47,0.206,814359.87,109829.58,1.326,0.11,4,0.594,0.171,0.14,2,0.463,14.182,16,0,0,1,0,42666.85
Terra OS,DevTools,Seed,US,Salesperson,0.703,0.458,0.844,0.579,0.446,40,0,15,1,23,12,2,15358602.45,0.0,0.013,158210.79,54175.1,20.0,0.054,3,0.758,0.12,0.35,4,0.396,8.176,15,1,0,1,0,0.0
